partner,warehouse,name_nom,price_deal,product_price,,2020-01,2020-02,2020-03,2021-01,2021-02,2021-03,All
kiwi,Изумрудный Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.27784992,42.75521871428572,17,0,0,240,0,0,0,240
kookaburra,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9571377173333333,134.92861000000002,11,0,0,0,60,0,0,60
kookaburra,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9571377173333333,134.92861000000002,14,0,0,0,60,0,0,60
lemon verbena,Изумрудный Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8742681773333336,42.75521871428572,04,0,0,0,0,120,0,120
little amphianthus,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.1376799886666666,134.92861000000002,22,0,0,0,0,180,0,180
little amphianthus,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.1376799886666666,134.92861000000002,28,0,120,0,0,0,0,120
longbill,Изумрудный Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),276.9407949533333,228.60458085714288,27,0,0,0,0,6,0,6
longbill,Изумрудный Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),90.311224692,21.58250657142857,16,7,0,0,0,0,0,7
longnose corydoras,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),286.53312128,228.60458085714288,26,0,0,0,0,0,6,6
merlin,Средний Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9776780306666668,134.92861000000002,26,0,0,0,60,0,0,60
openbill,Большой Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),309.7904930953334,228.60458085714288,09,0,6,0,0,0,0,6
openbill,Большой Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),309.7904930953334,228.60458085714288,30,6,0,0,0,0,0,6
oriole,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),93.97972465333334,34.741461,26,0,0,6,0,0,0,6
oystercatcher,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),271.56574394615757,228.60458085714288,01,0,0,0,0,12,0,12
oystercatcher,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),271.56574394615757,228.60458085714288,03,0,0,6,0,0,0,6
oystercatcher,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),271.56574394615757,228.60458085714288,09,7,0,0,0,0,0,7
oystercatcher,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),271.56574394615757,228.60458085714288,11,0,6,0,0,0,0,6
oystercatcher,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),271.56574394615757,228.60458085714288,15,0,0,0,0,6,0,6
oystercatcher,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),271.56574394615757,228.60458085714288,20,0,0,0,0,0,6,6
oystercatcher,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),271.56574394615757,228.60458085714288,22,0,0,0,0,0,18,18
oystercatcher,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),271.56574394615757,228.60458085714288,25,0,0,0,0,24,0,24
oystercatcher,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),271.56574394615757,228.60458085714288,30,0,0,0,0,0,6,6
parrotfinch,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.252209942666666,134.92861000000002,22,0,0,120,0,0,0,120
peppermint,Зеленый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),320.4057978546667,228.60458085714288,22,0,0,6,0,0,0,6
peppermint,Синий Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),303.4654223333334,228.60458085714285,04,7,0,0,0,0,0,7
pewee,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),97.8520695173333,34.741461,19,0,0,0,6,0,0,6
pochard,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.9558155822222218,42.75521871428572,11,0,0,0,0,42,0,42
pochard,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.9558155822222218,42.75521871428572,21,0,0,0,0,0,18,18
pochard,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.9558155822222218,42.75521871428572,25,0,0,0,0,18,0,18
puffbird,Изумрудный Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8017396226666669,42.75521871428572,04,0,0,0,0,120,0,120
puffbird,Изумрудный Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.915915433333333,134.92861000000002,02,0,0,0,0,60,0,60
puffbird,Изумрудный Склад,Держатель номерного знака серый пластик MERCEDES о.н.9738800025 (M3100133),257.1817218133333,13.99372085714286,13,0,6,0,0,0,0,6
puffbird,Изумрудный Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),92.95950853866668,34.741461,21,0,0,0,24,0,0,24
puffbird,Изумрудный Склад,Рамка фары черный пластик лев VOLVO о.н.20453930 (M3141232),92.81643463199998,5.737122,29,0,0,12,0,0,0,12
puffbird,Изумрудный Склад,Рамка фары черный пластик лев VOLVO о.н.20453930 (M3141232),92.81643463199998,5.737122,30,0,0,0,0,0,6,6
purple loosestrife,Средний Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0272580973333336,134.92861000000002,11,0,0,0,0,60,0,60
purple loosestrife,Средний Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),103.03800283333334,21.58250657142857,04,0,0,6,0,0,0,6
quail-thrush,Зеленый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),110.98844983800001,34.741461,30,0,0,0,0,0,6,6
quail-thrush,Зеленый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),110.98844983800001,34.741461,31,0,0,0,0,0,12,12
quetzal,Ораньжевый склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.086329205333333,134.92861000000002,05,0,0,0,0,60,0,60
quetzal,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),107.41053974133337,21.58250657142857,28,0,6,0,0,0,0,6
redshank,Средний Склад,Подножка нижняя алюминий SCANIA о.н.1535052 (M3131425),364.6401417333334,32.03985328571429,09,0,0,0,0,6,0,6
redstart,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),110.33491373066666,34.741461,09,0,0,0,0,0,24,24
reed canarygrass,Розовый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),276.4240573328,228.60458085714288,02,0,0,0,0,0,6,6
reed canarygrass,Розовый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),276.4240573328,228.60458085714288,03,0,0,0,0,0,6,6
reed canarygrass,Розовый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),276.4240573328,228.60458085714288,09,0,6,0,0,0,0,6
reed canarygrass,Розовый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),276.4240573328,228.60458085714288,11,0,0,6,0,0,0,6
reed canarygrass,Розовый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),276.4240573328,228.60458085714288,21,0,0,0,0,6,0,6
savory,Синий Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.150924949333333,134.92861000000002,01,0,0,0,0,60,0,60
savory,Синий Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.150924949333333,134.92861000000002,22,140,0,0,0,0,0,140
scimitarbill,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.331254734666667,134.92861000000002,11,0,90,0,0,0,0,90
scimitarbill,Зеленый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),104.72726653333335,34.741461,03,0,0,0,0,0,6,6
scimitarbill,Зеленый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),104.72726653333335,34.741461,15,0,0,0,0,18,0,18
shrike,Малый Склад,Амортизатор кабины VOLVO (M6000519),134.370621764,14.403515285714287,26,0,6,0,0,0,0,6
sittella,Изумрудный Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),97.602469296,34.741461,19,0,0,0,12,0,0,12
smew,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.068055409333333,134.92861000000002,16,0,0,0,0,60,0,60
snowfinch,Белый cклад,Амортизатор кабины VOLVO (M6000518),7.747276116731183,19.58665592857143,03,7,0,0,0,0,0,7
snowfinch,Белый cклад,Амортизатор кабины VOLVO (M6000518),7.747276116731183,19.58665592857143,12,0,0,0,0,6,0,6
snowfinch,Белый cклад,Амортизатор кабины VOLVO (M6000518),7.747276116731183,19.58665592857143,15,0,0,0,0,0,6,6
snowfinch,Белый cклад,Амортизатор кабины VOLVO (M6000518),7.747276116731183,19.58665592857143,18,0,0,0,6,0,0,6
snowfinch,Белый cклад,Амортизатор кабины VOLVO (M6000518),7.747276116731183,19.58665592857143,26,0,0,0,0,0,18,18
spatuletail,Зеленый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),308.72275094533336,228.60458085714288,21,0,0,6,0,0,0,6
spatuletail,Зеленый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),308.72275094533336,228.60458085714288,23,0,0,6,0,0,0,6
spatuletail,Зеленый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),77.58218003333334,21.58250657142857,13,0,0,0,0,0,6,6
spoonbill,Средний Склад,Амортизатор кабины VOLVO (M6000518),9.824470005846154,19.58665592857143,14,0,0,0,12,0,0,12
spoonbill,Средний Склад,Амортизатор кабины VOLVO (M6000518),9.824470005846154,19.58665592857143,24,7,0,0,0,0,0,7
starling,Изумрудный Склад,Амортизатор кабины VOLVO (M6000518),11.008616345333332,19.58665592857143,30,6,0,0,0,0,0,6
stone-curlew,Большой Склад,Амортизатор кабины VOLVO (M6000518),10.397789924,19.586655928571435,24,7,0,0,0,0,0,7
stonechat,Средний Склад,Амортизатор кабины VOLVO (M6000518),10.035855437333334,19.586655928571435,16,7,0,0,0,0,0,7
stork,Малый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),99.34187969200002,34.741461,18,0,0,0,0,48,0,48
sugarbird,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0812295413333333,134.92861000000002,03,0,60,0,0,0,0,60
sugarbird,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0812295413333333,134.92861000000002,21,0,0,0,60,0,0,60
sugarbird,Большой Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),86.03820206066666,21.58250657142857,05,0,0,0,0,0,6,6
sugarbird,Большой Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),86.03820206066666,21.58250657142857,18,0,0,0,6,0,0,6
thrush,Изумрудный Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.3048592515555555,134.92861000000002,04,0,60,0,0,0,0,60
thrush,Изумрудный Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.3048592515555555,134.92861000000002,19,0,120,0,0,0,0,120
thrush,Изумрудный Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.3048592515555555,134.92861000000002,27,0,0,60,0,0,0,60
thrush,Изумрудный Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),98.537407696,21.58250657142857,18,0,0,6,0,0,0,6
tinkerbird,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),107.50587512666665,34.741461,25,0,0,0,0,0,6,6
tinkerbird,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),107.50587512666665,34.741461,29,0,0,0,0,0,24,24
topaz,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),310.71119493333333,228.60458085714288,20,0,0,6,0,0,0,6
watercock,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),96.93030524933333,21.58250657142857,05,0,0,6,0,0,0,6
watercock,Ораньжевый склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),100.56353253466666,34.741461,09,0,0,12,0,0,0,12
